Incident Date,State,City Or County,Address,# Killed,# Injured,AgeGroup
12.08.16,Texas,Corpus Christi,4300 block of Leopard Street,0,1,Child
11.08.16,Kentucky,Louisville,1200 block of Brashear Dr,0,1,Child
08.08.16,North Carolina,Roanoke Rapids,1800 block of Roanoke Avenue,0,1,Child
07.08.16,Texas,Texarkana,300 block of Breckenridge Street,0,1,Child
03.08.16,Arkansas,Lonoke,100 block of Highridge Drive,0,1,Child
02.08.16,South Carolina,Coward,4312 Circle Drive,1,1,Child
01.08.16,South Carolina,Greenville,Hillside Circle,0,1,Child
31.07.16,Pennsylvania,Philadelphia,1300 block of E. Rittenhouse Street,0,1,Child
31.07.16,Texas,Houston,300 block of De Haven St,1,0,Child
28.07.16,Texas,Alvin,4000 block of East Texas 6,0,1,Child
25.07.16,New York,Dunkirk,544 South Roberts Road,0,1,Child
24.07.16,Mississippi,Meridian,107 71st Pl,0,1,Child
20.07.16,Texas,Texas City,N/A,0,1,Child
17.07.16,Michigan,Detroit,6000 block of Crane Street,0,1,Child
11.07.16,Washington,Seattle,7060 E Marginal Way S,0,1,Child
10.07.16,North Carolina,Greenville,503-B Battle Street,0,1,Child
08.07.16,Virginia,Norfolk,Holt Street,0,1,Child
04.07.16,Oklahoma,Tulsa,1875 S. Boulder Ave,0,2,Child
25.06.16,Ohio,Cleveland,3578 W 120th Street,0,1,Child
24.06.16,Arizona,Williams,233 North Grand Canyon Boulevard,0,1,Child
19.06.16,Arkansas,Cotton Plant,N/A,0,1,Child
17.06.16,Arkansas,Texarkana,6000 block of Summerwood Lane,0,1,Child
09.06.16,Tennessee,Memphis,500 block of Jacklyn Avenue,0,1,Child
08.06.16,Georgia,Augusta,3600 block of Old McDuffie Road,0,1,Child
07.06.16,Tennessee,Lawrenceburg,N/A,0,1,Child
07.06.16,Kansas,Wichita,700 block of S Fountain,0,1,Child
07.06.16,Michigan,Redford,Winston Street,0,1,Child
07.06.16,Michigan,Redford Twp (Redford Charter Township),15000 block of Winston,0,1,Child
07.06.16,Oregon,Glide,Idleyld Park,0,1,Child
05.06.16,Missouri,Florissant,4200 block of Cloverfield Trail,0,1,Child
29.05.16,Ohio,Sandusky,219 Center Street,0,1,Child
26.05.16,Georgia,Atlanta,500 Park Valley Dr NW,0,2,Child
24.05.16,South Carolina,Bennettsville,Mill Street,0,1,Child
21.05.16,Colorado,Denver,1800 block of West Mississippi Avenue,0,1,Child
17.05.16,Texas,Beaumont,Pipkin Street,0,1,Child
14.05.16,Louisiana,Baton Rouge,4000 block of Denham Street,0,1,Child
11.05.16,South Carolina,Columbia,4300 block of Mellowood Dr,0,1,Child
10.05.16,Georgia,Decatur,3841 Kensington Road,0,3,Child
08.05.16,Maryland,Baltimore,400 block of North Bend Road,0,1,Child
08.05.16,Michigan,Detroit,17600 block of Faust,0,1,Child
07.05.16,Tennessee,Smyrna,4000 block of Snowbird Drive,0,1,Child
29.04.16,Georgia,Augusta,3904  Wrightsboro Road,0,1,Child
29.04.16,Georgia,Savannah,12000 block of Middleground Road,0,1,Child
29.04.16,Tennessee,Lebanon,300 block of Dandelion Drive,0,1,Child
28.04.16,New Mexico,Rio Rancho,21st Street,0,1,Child
27.04.16,Nebraska,Omaha,7441 N. 34th Street,0,1,Child
27.04.16,Michigan,Gladwin,N/A,0,1,Child
27.04.16,Arizona,Tucson,Campbell Ave. and Bilby Road,0,1,Child
22.04.16,Texas,Arlington,4200 block of Troy Lane,0,1,Child
20.04.16,Nevada,Las Vegas,Spring Mountain Road and Decatur Boulevard,0,1,Child
17.04.16,California,Lodi,400 block of North Church Street,0,1,Child
16.04.16,Missouri,Saint Louis,5400 block of Oriole,0,1,Child
13.04.16,New Jersey,Pleasantville,First block of South Franklin Boulevard,0,1,Child
13.04.16,Mississippi,Jackson,1850 Chadwick Dr,0,1,Child
09.04.16,Ohio,Youngstown,355 East Boston Avenue,0,1,Child
07.04.16,Pennsylvania,Philadelphia,1500 block of South 32nd Street,0,1,Child
07.04.16,Michigan,Detroit,3900 block of West Vernor Highway,0,1,Child
05.04.16,Maryland,Edgewater,N/A,0,1,Child
04.04.16,North Carolina,Rutherfordton,Hope Drive,0,1,Child
03.04.16,Florida,Lehigh Acres,4204 25th St SW,0,1,Child
02.04.16,Texas,Tyler,3200 block of Chandler Hwy,0,2,Child
26.03.16,Idaho,Rigby,330 W. First South,0,1,Child
25.03.16,Tennessee,Memphis,3400 block of Winchester,0,1,Child
25.03.16,Texas,San Angelo,5751 Green Hill Road,0,1,Child
24.03.16,Alabama,Birmingham,7700 block of 2nd Avenue South,0,1,Child
21.03.16,Georgia,Lithonia,2859 Panola Road,0,1,Child
12.03.16,Georgia,Lawrenceville,Cannonball Court,0,1,Child
12.03.16,Florida,Fort Mc Coy (Fort McCoy),1501 NE 231 Avenue,0,6,Child
10.03.16,Wyoming,Cheyenne,5000 Ogallala Place,0,1,Child
08.03.16,Ohio,Sandusky,1500 block of Columbus Ave,0,1,Child
08.03.16,Florida,Palatka,Florida 20 and Rowland Ave,0,1,Child
07.03.16,California,Sacramento,7600 block of Countryfield Drive,0,1,Child
03.03.16,Kentucky,Hickory (Viola),Kentucky 408 East,0,1,Child
29.02.16,New Jersey,Paterson,43 Rosa Parks Boulevard,0,1,Child
29.02.16,South Carolina,Spartanburg,340 Rowe St.,0,1,Child
28.02.16,Virginia,Portsmouth,4200 block of Moregate Lane,0,1,Child
28.02.16,Virginia,Portsmouth,700 block of Lancer Drive,0,1,Child
23.02.16,Florida,Sanford,N/A,0,1,Child
20.02.16,Michigan,Grand Rapids (Kentwood),5745 East Grove Drive SE,0,1,Child
17.02.16,Virginia,Suffolk,200 block of Jonathans Way,0,1,Child
14.02.16,North Carolina,Knightdale,200 block of Colchester Drive,0,1,Child
12.02.16,Kentucky,Louisville,500 block of West Evelyn Avenue,0,1,Child
08.02.16,Georgia,Walton (county),N/A,0,1,Child
07.02.16,Ohio,Dayton,1200 block of Rosedale Drive,0,1,Child
06.02.16,Texas,Forney,17437 Adams Trail,0,1,Child
06.02.16,Georgia,Danielsville,Georgia Highway 174,0,1,Child
05.02.16,Texas,Temple,5200 block of Indian Springs Drive,0,1,Child
04.02.16,Texas,Temple (Moffatt),5200 block of Indian Springs Road,0,1,Child
02.02.16,Missouri,Saint Louis,3900 block of S Grand Blvd,0,1,Child
27.01.16,Maryland,Waldorf,3300 block of Patapsco Place,0,1,Child
27.01.16,Texas,Brownsville,900 block of Ruben Torres Boulevard,0,1,Child
26.01.16,Louisiana,New Orleans (Algiers),300 block of Huntlee Drive,0,1,Child
23.01.16,Indiana,South Bend,2700 block of East Edison Road,0,1,Child
22.01.16,Nevada,Las Vegas,3600 Las Vegas Boulevard South,0,1,Child
18.01.16,Missouri,Grandview,N/A,0,1,Child
15.01.16,Virginia,Abingdon,N/A,0,1,Child
10.01.16,New York,Orchard Park,Sandpiper Court,0,1,Child
08.01.16,Tennessee,Kingsport,2005 Michelham Drive,0,1,Child
08.01.16,Texas,Carlsbad,11000 block of Midland,0,1,Child
04.01.16,Tennessee,Memphis,1400 block of Briercrest Lane,2,1,Child
04.01.16,Georgia,Lagrange,64 North Cary Street,0,1,Child
04.01.16,Florida,Saint Cloud,2900 block of Michigan Avenue,0,1,Child
03.01.16,Iowa,Dubuque,942 Main Street,0,1,Child
03.01.16,Texas,Spring,30706 Eastridge Drive,0,1,Child
01.01.16,Florida,Orlando,800 block of South Kirkman Road,0,1,Child
30.12.15,Pennsylvania,Philadelphia,2500 block of North Bancroft Street,0,1,Child
26.12.15,Virginia,Newport News,400 block of West 27th Street,0,1,Child
26.12.15,Michigan,Kent (county),Lincoln Lake Avenue,1,1,Child
25.12.15,Oregon,Molalla,30700 block of S Marian St,0,1,Child
24.12.15,North Carolina,Franklin (Watauga),123 Old Chigger Trail,0,1,Child
24.12.15,Texas,Fort Worth (Watauga),123 Old Chigger Trail,0,1,Child
19.12.15,California,San Diego,3800 block of Caminito Aguilar,0,1,Child
19.12.15,California,San Diego,3884 Caminito Aguilar,0,1,Child
19.12.15,Texas,Houston,10633 Strickland,0,1,Child
15.12.15,Missouri,Imperial,5400 block of Lakewood Terrace,0,1,Child
14.12.15,Ohio,Toledo,2100 block of Alvin Street,0,1,Child
12.12.15,Alaska,Anchorage,4000 block of Wispen Circle,0,1,Child
12.12.15,Illinois,Chicago,5900 block of South Calumet Avenue,0,1,Child
06.12.15,Louisiana,New Orleans,7300 block of Brevard Street,0,1,Child
06.12.15,Georgia,Conyers,Frontier Drive,0,1,Child
05.12.15,Georgia,Atlanta,2051 Flat Shoals Road SE,0,1,Child
05.12.15,Ohio,Dayton,600 block of Hulbert Avenue,0,1,Child
05.12.15,California,Stockton,N/A,0,1,Child
03.12.15,Ohio,Columbus,700 block of Kelton Avenue,0,1,Child
02.12.15,Ohio,Columbus,N/A,0,1,Child
30.11.15,Tennessee,Nashville,84 Whitsett Road,0,1,Child
29.11.15,Washington,Everett,12400 block of Admiralty Way,0,1,Child
26.11.15,Ohio,Baltic,102 Baltic Haus Drive,0,1,Child
24.11.15,North Carolina,Raleigh,4204 Ferriday Court,0,1,Child
19.11.15,Texas,Lubbock (county),N/A,0,1,Child
15.11.15,Oklahoma,Jay,E 310 Rd and S 685 Rd,0,1,Child
12.11.15,Illinois,Chicago,9000 block of South Bishop,0,1,Child
06.11.15,Michigan,Troy,2105 South Blvd W,0,1,Child
30.10.15,Arizona,Phoenix,18th Street and Baseline Road,0,1,Child
29.10.15,Florida,Fort Myers,3600 block of Seminole Avenue,0,1,Child
28.10.15,Ohio,Cleveland,6600 block of Bliss Avenue,0,1,Child
28.10.15,California,San Jose,1900 block of Almaden Road,0,2,Child
25.10.15,Florida,Orlando,4614 Alrix Drive,0,2,Child
24.10.15,Pennsylvania,Erie,2057 Charleston Ave,0,1,Child
24.10.15,Arkansas,Forrest City,N/A,0,1,Child
24.10.15,Texas,Mission,4600 block of Sorita Street,0,1,Child
23.10.15,Texas,San Antonio,Canterbury Drive,0,1,Child
23.10.15,Florida,Bartow,Hunt Road,0,1,Child
19.10.15,Florida,Lehigh Acres,South Alabama Road,0,1,Child
19.10.15,Georgia,Rhine,Oak Grove Church Road,0,1,Child
17.10.15,Georgia,Dallas,400 block of Fairview Drive,1,1,Child
16.10.15,West Virginia,Cedar Grove,200 block of William Street,0,1,Child
11.10.15,South Carolina,Rock Hill,1100 block of Stanley Drive,0,1,Child
10.10.15,Alabama,Tuscaloosa,13000 block of North Rosser Road,0,1,Child
29.09.15,Illinois,Chicago,7000 block of South Harper Avenue,0,1,Child
28.09.15,Pennsylvania,Philadelphia,5000 block of Boudinot Street,0,3,Child
24.09.15,Michigan,Battle Creek,120 block of Greentree Boulevard,0,1,Child
24.09.15,Oregon,Dallas,2000 block of Mistletoe Road,0,1,Child
22.09.15,New York,Lake Placid,The Commons Way,0,1,Child
20.09.15,Utah,Ogden,100 North block of Pingree Ave,0,1,Child
18.09.15,Indiana,Muncie,700 block of South Elm Street,0,1,Child
13.09.15,Missouri,Kansas City,9100 block of Oak Street,0,1,Child
08.09.15,Arizona,Casa Grande,N/A,0,1,Child
04.09.15,Wisconsin,Milwaukee,4200 block of West Lisbon,0,1,Child
03.09.15,Mississippi,Rankin (county),Perez Cove Road,0,1,Child
30.08.15,Delaware,Ocean View,37000 block of Muddy Neck Road,0,1,Child
30.08.15,Delaware,Ocean View (Oceanview),37000 block of Muddy Neck Road,0,1,Child
30.08.15,Vermont,West Rutland (Ira),US 4,0,1,Child
25.08.15,Georgia,Augusta,310 Kentucky Avenue,0,1,Child
24.08.15,Ohio,Cincinnati (North College Hill),1900 block of Goodman Avenue,0,1,Child
21.08.15,Indiana,Indianapolis,3500 block of North Temple Avenue,0,1,Child
21.08.15,Texas,New Braunfels,Shadow Circle,0,1,Child
20.08.15,Georgia,Savannah,401 Carolan Street,0,1,Child
19.08.15,Georgia,Columbus,1000 Wynnton Rd,0,1,Child
16.08.15,Georgia,Douglas,Cutter Road,1,0,Child
12.08.15,Pennsylvania,Philadelphia,1100 block of East Chelten Avenue,0,1,Child
11.08.15,Ohio,Columbus,400 block of Glenwood Ave,0,1,Child
10.08.15,Florida,Lakeland,N/A,0,1,Child
09.08.15,Delaware,Lincoln,21000 block of W. Mayhew Dr.,0,2,Child
05.08.15,Pennsylvania,Ford City,1123 Fourth Avenue,0,1,Child
04.08.15,Florida,Miami,112 NE 71st Street,0,1,Child
31.07.15,Tennessee,Nashville,Hampton Street,0,1,Child
31.07.15,Iowa,Des Moines,2300 block of East 11th Street,0,1,Child
27.07.15,Missouri,Saint Louis,3700 block of Wisconsin,0,2,Child
26.07.15,Missouri,Caruthersville,N/A,0,1,Child
25.07.15,Virginia,Beaverdam,20000 block of Beaverdam Road,0,1,Child
25.07.15,Louisiana,New Orleans,3100 block of General Meyer Avenue,0,1,Child
24.07.15,Texas,Galveston,2200 block of 37th Street,0,1,Child
24.07.15,Arkansas,Pine Bluff,500 block of East 28th Street,0,1,Child
23.07.15,Oklahoma,Choctaw,11100 block of E Draper Ave,0,1,Child
21.07.15,Alabama,Mobile,Border Circle North,0,1,Child
21.07.15,Missouri,Saint Louis,Walton Avenue,0,1,Child
19.07.15,Michigan,Detroit,16300 block of West Chicago,0,1,Child
18.07.15,Missouri,Columbia,6200 block of Eric Lane,0,1,Child
17.07.15,Michigan,Saginaw,359 Vestry Dr,0,2,Child
14.07.15,South Carolina,Conway,Second Avenue,0,1,Child
14.07.15,Mississippi,Guntown,County Road 397,0,1,Child
13.07.15,Oklahoma,Hodgen,Cedar Lake Road,0,1,Child
13.07.15,Arkansas,LeFlore (county),N/A,0,1,Child
10.07.15,Kansas,Lawrence,6200 block of West 22nd Court,0,1,Child
10.07.15,Florida,West Palm Beach,Australian Avenue,0,1,Child
09.07.15,Colorado,Aurora,1000 block of North Vaughn Street,0,1,Child
04.07.15,Iowa,Council Bluffs,26th Street and Avenue J,0,1,Child
04.07.15,Tennessee,Nashville,First Avenue and Korean Veterans Boulevard,0,1,Child
04.07.15,Ohio,Cleveland,Willowdale Avenue,0,2,Child
01.07.15,Louisiana,Shreveport,3600 block of Colquitt Road,0,1,Child
01.07.15,Florida,Plant City,5721 Turkey Tree Lane,0,1,Child
30.06.15,Wyoming,Cheyenne,1000 block of Bade Road,0,1,Child
28.06.15,Kentucky,Cadiz,5589 Caledonia Road,0,1,Child
21.06.15,Georgia,Lagrange,400 block of Revis Street,0,1,Child
19.06.15,Minnesota,Felton,N/A,0,1,Child
19.06.15,Ohio,Columbus (Whitehall),Chandler Drive,0,1,Child
15.06.15,Georgia,Lithonia,2600 block of Embarcadero Drive,0,1,Child
15.06.15,Pennsylvania,York,1400 block of Devers Road,0,1,Child
14.06.15,Maryland,Baltimore,200 block of North Mount Street,0,1,Child
11.06.15,Indiana,Indianapolis,2400 block of Arbor Lake Lane,0,1,Child
10.06.15,Wisconsin,Hatley,Esker Road,0,1,Child
09.06.15,Indiana,Jeffersonville,Middle Road,0,1,Child
05.06.15,Texas,Dallas,11500 Ferguson Road,0,1,Child
31.05.15,Ohio,Campbell,Penhale Avenue,0,1,Child
30.05.15,South Carolina,Myrtle Beach,Carnation Circle,0,1,Child
19.05.15,Utah,Snowville,UT 30,0,1,Child
19.05.15,Georgia,Atlanta,1900 block of Rollingwood Drive,0,1,Child
17.05.15,Florida,Saint Augustine (St Augustine),3800 block of Osprey Circle,0,1,Child
17.05.15,North Carolina,Stokes,Highway 30,0,1,Child
15.05.15,Louisiana,Baton Rouge,Rose Garden Drive,0,1,Child
13.05.15,Oklahoma,Pottawatomie County,N/A,0,1,Child
11.05.15,Michigan,Ann Arbor,3000 block of Valencia Circle,0,1,Child
10.05.15,Ohio,Trotwood,4000 block of Mayview Drive,0,1,Child
08.05.15,Indiana,Gary,1000 block of Tyler Street,0,1,Child
06.05.15,Florida,Jacksonville,5200 block of Redrac Street,0,1,Child
04.05.15,Michigan,Clinton Township,34160 Little Mack Ave,0,1,Child
03.05.15,Iowa,Iowa City,836 Hudson Ave,0,1,Child
02.05.15,Alabama,Tarrant,700 block of Bell Avenue,0,1,Child
02.05.15,California,Marysville (Linda),1900 block of Fernwood Drive,0,2,Child
02.05.15,Pennsylvania,Hulmeville,Bellevue Ave,0,1,Child
02.05.15,Missouri,Senath,Highway C,0,1,Child
01.05.15,Alabama,Phenix City,1200 block of Knowles Rd,0,1,Child
30.04.15,Arizona,Peoria,8200 block of West Varney,0,1,Child
23.04.15,Vermont,Underhill,Downs Road,0,1,Child
23.04.15,Michigan,Flint,N/A,0,1,Child
22.04.15,Illinois,Chicago,5900 block of South Peoria,0,1,Child
20.04.15,Alabama,Leeds,Davis Mountain Road,0,1,Child
17.04.15,Michigan,Lansing,5600 block of South Martin Luther King Jr. Boulevard,0,1,Child
14.04.15,Idaho,Blackfoot,1600 block of South 2600 West,0,1,Child
13.04.15,Arizona,Buckeye,311th Avenue,0,1,Child
07.04.15,Florida,Zephyrhills,8544 Old Lakeland Highway,0,1,Child
07.04.15,Illinois,Chicago,3700 block of West 13th Street,0,1,Child
07.04.15,Florida,Dade City,8500 block of U.S. 98,0,1,Child
05.04.15,Pennsylvania,Lancaster,600 block of East Madison Street,0,1,Child
03.04.15,North Carolina,Raleigh,5200 block of Evergreen Forest Way,0,1,Child
03.04.15,Georgia,Hephzibah,4900 block of Horseshoe Circle,0,1,Child
02.04.15,Florida,Debary,Plumosa Road,0,1,Child
01.04.15,Alabama,Center Point,1600 block of 1st Street N.W,0,2,Child
30.03.15,Georgia,Winder,881 Highway 82,0,1,Child
29.03.15,North Carolina,Iredell County,Peterborough Drive,0,1,Child
26.03.15,Pennsylvania,Montoursville,200 block of Broad Street,0,1,Child
23.03.15,Kentucky,Highland Heights,100 block of Bon Jan Lane,0,1,Child
21.03.15,Pennsylvania,Philadelphia,6000 block of Charles Street,0,1,Child
20.03.15,New York,Brooklyn,71st Street,0,1,Child
19.03.15,Georgia,Chatsworth,419 Fullers Chapel Road,0,1,Child
18.03.15,Missouri,Phelps County,N/A,0,2,Child
10.03.15,Georgia,Macon,Grand Avenue,0,1,Child
09.03.15,Utah,Green River,East Teton Boulevard,0,1,Child
08.03.15,Kentucky,Campbellsville,400 block of Lowell Avenue,0,1,Child
08.03.15,Connecticut,Monroe,76 Partridge Drive,0,1,Child
07.03.15,Wisconsin,Oshkosh,Westhaven Drive,0,1,Child
07.03.15,Missouri,Texas County,N/A,0,1,Child
02.03.15,Texas,Houston,16800 block of Faring Road,0,1,Child
27.02.15,Nevada,Las Vegas,3400 block of Algiers Drive,0,1,Child
22.02.15,Mississippi,Laurel,37 Johnson Circle,0,1,Child
21.02.15,Alaska,Wasilla,4900 E Palmer Wasilla Hwy,0,1,Child
21.02.15,Ohio,Toledo,533 block of Prouty Avenue,0,1,Child
21.02.15,Missouri,Florissant,1100 block of Paddock Drive,0,1,Child
15.02.15,Alabama,Gaylesville,County Road 865,1,2,Child
13.02.15,Kansas,Maple City,N/A,0,1,Child
13.02.15,California,Fresno,Bullard and Cornelia Avenue,0,1,Child
11.02.15,Florida,Orange County,N/A,0,1,Child
07.02.15,Oregon,Gresham,1100 block of NW 15th Street,0,1,Child
02.02.15,Florida,Davie,4800 block of Southwest 59th Street,0,1,Child
31.01.15,Indiana,Hamlet,N/A,0,1,Child
31.01.15,Alabama,Jasper,24th Street West,0,2,Child
31.01.15,New Mexico,Albuquerque,2100 block of Menaul NE,0,2,Child
30.01.15,Louisiana,New Roads,Carver Street,0,1,Child
26.01.15,Wisconsin,Milwaukee,4200 block of W. Spaulding Place,0,1,Child
25.01.15,Nevada,Las Vegas,9100 block of Sparklewood Court,0,1,Child
18.01.15,Kansas,Delia,North of 118th and B Road,0,1,Child
17.01.15,Texas,Colleyville,Douglas Avenue,0,1,Child
16.01.15,New Mexico,Flora Vista,County Road 3451,0,1,Child
11.01.15,Virginia,Chesterfield,7500 block of Bensley Park Boulevard,0,1,Child
08.01.15,North Carolina,Lexington,874 Wafford Road,0,1,Child
07.01.15,Missouri,Kansas City,3800 block of Chestnut Avenue,0,1,Child
06.01.15,Missouri,Pacific,18325 Rathbun Hills Road,0,1,Child
02.01.15,Ohio,Columbus,2700 block of Vantage Point Drive,0,1,Child
30.12.14,Alabama,Arab,Cranford Road,0,1,Child
27.12.14,North Carolina,Graham,Red Head Tail,0,1,Child
27.12.14,Indiana,Greenwood,600 block of Pine Lake Drive,0,1,Child
26.12.14,Florida,Bradenton,NW 21st Terrace,0,1,Child
26.12.14,Idaho,Castleford,N/A,0,1,Child
14.12.14,Tennessee,Memphis,3300 block of Aden Street,0,1,Child
05.12.14,Texas,Killeen,800 Kern Rd,0,1,Child
30.11.14,Texas,Houston,4702 West Magnum Rd.,0,1,Child
29.11.14,Texas,Houston,4700 block of West Mangum Road,0,1,Child
29.11.14,Texas,Rice,N/A,0,1,Child
22.11.14,New York,Brooklyn,580 Sutter Avenue,0,1,Child
21.11.14,Washington,Lake Stevens,600 block of East Lakeshore Drive,0,1,Child
21.11.14,Kansas,Marion,N/A,0,1,Child
20.11.14,Wisconsin,Milwaukee,3600 block of N. 12th St.,0,1,Child
15.11.14,Pennsylvania,Sharon Hill,1400 block of Calcon Hook Road,0,1,Child
15.11.14,Oklahoma,Velma,N/A,0,1,Child
14.11.14,Mississippi,Bay St. Louis,Bay Oaks Drive,0,1,Child
12.11.14,Florida,Deland,Parsons Avenue,0,1,Child
09.11.14,Georgia,Atlanta,Celebration Court,0,1,Child
07.11.14,Louisiana,Baton Rouge,Spedale Street,0,1,Child
03.11.14,Maryland,Baltimore,4400 block of Pen Lucy Road,0,1,Child
03.11.14,West Virginia,White Sulphur Springs,Tuckahoe Road,0,2,Child
29.10.14,Michigan,Detroit,18400 block of Algonac,0,1,Child
27.10.14,Michigan,Detroit,6200 block of Minnock,0,1,Child
27.10.14,South Carolina,Aiken,161 Nautilus Street,0,1,Child
22.10.14,Indiana,Kokomo,406 Fawn Drive,1,1,Child
18.10.14,Pennsylvania,Gibson Township,N/A,0,1,Child
11.10.14,North Carolina,Jacksonville,Northview Court,0,1,Child
11.10.14,Tennessee,Winchester,45 Living Oak Lane,0,1,Child
05.10.14,Mississippi,McComb,3000 block of Gradyville Road,0,1,Child
01.10.14,North Carolina,Rutherford County,164 Helen's Lane,0,1,Child
30.09.14,Delaware,Wilmington,Cliffside Court,0,1,Child
29.09.14,Pennsylvania,Williamsport,2nd and Locust Street,0,1,Child
29.09.14,Indiana,Indianapolis,9000 block of East 39th Place,0,1,Child
25.09.14,Pennsylvania,Saltsburg,Elders Ridge Road,0,1,Child
20.09.14,South Carolina,Columbia,100 block of East Lake Trail,0,1,Child
17.09.14,Alaska,Delta Junction,N/A,0,1,Child
17.09.14,Alabama,Birmingham,2700 block of 35th Avenue North,0,3,Child
13.09.14,North Carolina,Charlotte,Bank Street,0,1,Child
13.09.14,Virginia,Virginia Beach,5800 block of Echingham Drive,0,1,Child
11.09.14,California,Oakland,2600 block of 77th Avenue,0,1,Child
05.09.14,Texas,Humble,200 block of Moonshine Hill,0,1,Child
04.09.14,Florida,Middleburg,2530 Blanding Blvd,0,4,Child
01.09.14,Tennessee,Rutledge,329 Wildlife Way,0,1,Child
01.09.14,Virginia,Dinwiddie,2100 block of Courthouse Road,0,1,Child
30.08.14,California,Georgetown,Bottle Hill Road,0,1,Child
26.08.14,Michigan,Battle Creek,N/A,0,1,Child
23.08.14,Florida,Milton,4900 block of Trailer Park Court,0,1,Child
23.08.14,Idaho,Hayden,9400 block of North Government Way,0,1,Child
22.08.14,Missouri,Wildwood,18300 block of Rathbun Hills Road,0,1,Child
22.08.14,Illinois,Chicago,4300 block of West Monroe Street,1,0,Child
19.08.14,Tennessee,Memphis,3151 Ashwood St,0,1,Child
15.08.14,Kansas,Newton,900 block of Cherry Hills Dr,0,1,Child
14.08.14,Georgia,Atlanta,2973 Middleton Road NW,0,1,Child
11.08.14,Michigan,Detroit,2900 block of Buena Vista,0,1,Child
10.08.14,Ohio,Colerain Township,Impala Drive,0,1,Child
10.08.14,Texas,Texas City,N/A,0,1,Child
10.08.14,Texas,Conroe,1100 South Seventh,0,1,Child
07.08.14,North Carolina,Lake Waccamaw,N/A,0,1,Child
07.08.14,Texas,Texas City,N/A,0,1,Child
07.08.14,West Virginia,Shinnston,Bridge Street,0,1,Child
06.08.14,Texas,Houston,10100 Beechnut St,0,2,Child
06.08.14,North Carolina,Troutman,Pilch Road,0,1,Child
05.08.14,Texas,Fort Worth,600 block of Destin Drive,0,1,Child
04.08.14,Ohio,Dayton (Trotwood),1100 block of Graystone Drive,0,1,Child
04.08.14,Colorado,Pueblo,3200 block of Colfax Avenue,0,1,Child
04.08.14,New York,Smithtown,303 Devon Lane,0,2,Child
02.08.14,Nebraska,Omaha,28th Street and Camden Avenue,0,1,Child
31.07.14,California,Lake Tahoe,Lake Tahoe Blvd,0,1,Child
26.07.14,Texas,Belton,N/A,0,1,Child
21.07.14,Alabama,Birmingham,5500 block of Avenue 0,0,1,Child
16.07.14,Ohio,Loveland,1500 West Main Street,0,1,Child
16.07.14,Alabama,Anniston,3900 block of Greenbrier Dear Road,0,1,Child
14.07.14,Missouri,Kansas City,6000 block of Blue Hills Road,0,1,Child
10.07.14,Ohio,Spencer,5700 Root Rd,0,1,Child
09.07.14,Alabama,Anniston,3900 block of Greenbrier Dear Road,0,1,Child
09.07.14,Florida,Miramar,4300 block of SW 132nd Way,0,1,Child
07.07.14,Indiana,Indianapolis,6201 Newberry Rd,0,1,Child
07.07.14,South Carolina,Saint Helena Island,N/A,0,1,Child
06.07.14,Tennessee,Chattanooga,N/A,0,1,Child
03.07.14,Florida,West Palm Beach,137000 block of 59th Ct,0,1,Child
27.06.14,Texas,Henderson County,FM 59,0,1,Child
26.06.14,Wyoming,Sheridan County,State Highway 345,0,1,Child
19.06.14,Indiana,Muncie,400 West Charles Street,0,1,Child
13.06.14,Texas,Odessa,16000 block of S. Hwy 385,0,1,Child
13.06.14,New York,Albion,341 Caroline St,0,1,Child
11.06.14,Alabama,Foley,N/A,0,1,Child
09.06.14,Virginia,Hopewell,200 block of S. 8th Avenue,0,2,Child
05.06.14,Ohio,Ansonia,600 East Canal Stree,0,1,Child
01.06.14,Louisiana,New Orleans,I-10 East,0,1,Child
01.06.14,Virginia,Richmond,1400 block of Harwood Street,0,1,Child
18.05.14,Missouri,New Florence,N/A,0,1,Child
17.05.14,North Carolina,Wadesboro,N/A,0,1,Child
17.05.14,North Carolina,Wadesboro,N/A,0,1,Child
12.05.14,South Carolina,Summerville,West Richardson Avenue,0,1,Child
12.05.14,South Carolina,Dillon,South Third Avenue,0,1,Child
20.04.14,Ohio,Middletown,N/A,0,1,Child
14.04.14,Georgia,Albany,2706 North Slappey Boulevard,0,1,Child
07.04.14,West Virginia,Charleston (Cross Lanes),Hurley Drive,0,1,Child
18.03.14,Utah,Richfield,Main Street near 500 South,0,1,Child
18.03.14,Utah,Richfield,Main Street,0,1,Child
13.03.14,Alabama,Prattville,Upper Kingston Road,0,1,Child
11.03.14,Indiana,Indianapolis,2100 block of Mitthoeffer Rd,0,1,Child
07.03.14,Ohio,Reynoldsburg,Tamar Ct,0,1,Child
05.03.14,California,Nuevo,31000 block of Wolfskill Avenue,1,0,Child
03.03.14,Arizona,Amado,N/A,0,1,Child
01.03.14,Oklahoma,Oklahoma City,N/A,0,2,Child
01.03.14,Texas,Dallas,N/A,0,1,Child
01.03.14,Pennsylvania,Butler,N/A,0,1,Child
22.02.14,Tennessee,Mosheim,1300 Iron Bridge Road,0,1,Child
18.02.14,Alabama,Birmingham,N/A,0,1,Child
14.02.14,Texas,Aransas Pass,N/A,0,1,Child
07.02.14,Alabama,Huntsville,Charlotte Drive,0,1,Child
06.02.14,North Carolina,Shelby,N/A,0,1,Child
