Incident Date,State,City Or County,Address,Full Address,Lat,Lng,Killed,Injured,AgeGroup
30616,Missouri,Saint Louis,9500 block of Page Ave,Missouri Saint Louis 9500 block of Page Ave,38.687355,-90.3678836,1,0,Adult
30616,Colorado,Aurora,1575 Galena Street,Colorado Aurora 1575 Galena Street,39.7415243,-104.8695652,1,0,Adult
30616,Illinois,Chicago,3500 block of South Parnell Avenue,Illinois Chicago 3500 block of South Parnell Avenue,41.8308094,-87.6400184,1,0,Adult
20616,Georgia,Rome,1249 Bells Ferry Road,Georgia Rome 1249 Bells Ferry Road,34.362987,-85.1008017,1,0,Adult
290516,Arizona,Phoenix,N/A,Arizona Phoenix N/A,33.494426,-112.121849,1,0,Adult
270516,Missouri,Joplin,1516 S. Byers Avenue,Missouri Joplin 1516 S. Byers Avenue,37.0745932,-94.5187172,1,0,Adult
270516,California,Oakland,1300 block of Fruitvale Avenue,California Oakland 1300 block of Fruitvale Avenue,37.7769007,-122.2262146,1,0,Adult
260516,Virginia,Roanoke,2000 block of Carroll Avenue NW,Virginia Roanoke 2000 block of Carroll Avenue NW,37.2896716,-79.9680202,1,0,Adult
250516,Washington,Seattle,6000 block of High Point Drive SW,Washington Seattle 6000 block of High Point Drive SW,47.5482643,-122.3684995,1,0,Adult
240516,Pennsylvania,Butler (county),Pine Tract Road,Pennsylvania Butler (county) Pine Tract Road,40.9415863,-79.8831091,1,0,Adult
240516,Indiana,Gary,1400 block of Virginia Street,Indiana Gary 1400 block of Virginia Street,41.5714754,-87.329918,1,0,Adult
220516,Tennessee,Nashville,2700 block of Hydes Ferry Road,Tennessee Nashville 2700 block of Hydes Ferry Road,36.1786346,-86.8342347,1,0,Adult
210516,Louisiana,La Place (Laplace),19 Country Club Dr,Louisiana La Place (Laplace) 19 Country Club Dr,30.0866084,-90.4891575,1,0,Adult
200516,Alabama,Horton,Welcome Home Church Road,Alabama Horton Welcome Home Church Road,34.1800993,-86.3542876,1,0,Adult
200516,Illinois,Barry,186 E 2700th St,Illinois Barry 186 E 2700th St,39.784291,-90.991868,1,0,Adult
190516,New York,Bronx,810 Astor Avenue,New York Bronx 810 Astor Avenue,40.8591713,-73.8633592,1,0,Adult
160516,Florida,Sarasota,2400 block of 47th Street,Florida Sarasota 2400 block of 47th Street,27.3745607,-82.5217277,1,0,Adult
140516,Florida,Alford,Compass Lake Drive,Florida Alford Compass Lake Drive,30.594543,-85.3765593,1,0,Adult
130516,Missouri,Branson,500 block of College,Missouri Branson 500 block of College,36.6163199,-93.2393789,1,0,Adult
120516,Indiana,Lebanon,300 South 500 West,Indiana Lebanon 300 South 500 West,40.0353052,-86.5640689,1,0,Adult
120516,Ohio,Hilliard,5100 block of Scioto Darby Road,Ohio Hilliard 5100 block of Scioto Darby Road,40.0247987,-83.151548,1,0,Adult
110516,Montana,Lewis And Clark (county),Beaver Slide Loop,Montana Lewis And Clark (county) Beaver Slide Loop,47.0885896,-111.8876359,1,0,Adult
110516,Louisiana,Leesville,N/A,Louisiana Leesville N/A,ZERO_RESULTS,ZERO_RESULTS,1,0,Adult
100516,Michigan,Detroit,19700 block of Oakfield Street,Michigan Detroit 19700 block of Oakfield Street,42.43563,-83.2148239,1,0,Adult
100516,Louisiana,Shreveport,1100 block of Wilkinson Street,Louisiana Shreveport 1100 block of Wilkinson Street,32.4854673,-93.7522912,1,0,Adult
90516,California,Bell Gardens (Cudahy),4300 Clara St,California Bell Gardens (Cudahy) 4300 Clara St,33.9658893,-118.1923277,1,0,Adult
70516,Iowa,Fayette (county),N/A,Iowa Fayette (county) N/A,ZERO_RESULTS,ZERO_RESULTS,1,0,Adult
60516,Arizona,Phoenix,11015 N. 11th Place,Arizona Phoenix 11015 N. 11th Place,33.5863696,-112.057348,1,0,Adult
10516,Indiana,Indianapolis,Gale and Vermont,Indiana Indianapolis Gale and Vermont,39.772942,-86.106241,1,0,Adult
300416,Tennessee,Huntingdon,60 Hunter Ridge Cove,Tennessee Huntingdon 60 Hunter Ridge Cove,35.9924676,-88.4331806,1,0,Adult
300416,Oregon,Medford,208 Iowa St.,Oregon Medford 208 Iowa St.,42.3320374,-122.8814628,1,0,Adult
260416,Georgia,Dallas,Camp Circle and Dallas Acworth Highway,Georgia Dallas Camp Circle and Dallas Acworth Highway,33.9483119,-84.8062166,1,0,Adult
260416,Wisconsin,Milwaukee,U.S. 41/Highway 175,Wisconsin Milwaukee U.S. 41/Highway 175,25.7674514,-80.1968207,1,0,Adult
240416,Kansas,Salina,1900 block of Dover,Kansas Salina 1900 block of Dover,38.8126601,-97.625197,1,0,Adult
230416,Iowa,Maynard,N/A,Iowa Maynard N/A,42.7738712,-91.88239,1,0,Adult
220416,Louisiana,Natchitoches,600 block of Sabine Alley,Louisiana Natchitoches 600 block of Sabine Alley,31.768394,-93.0919797,1,0,Adult
220416,Kansas,Wichita,1800 block of West McCormick,Kansas Wichita 1800 block of West McCormick,37.6732209,-97.3613616,1,0,Adult
210416,Missouri,Kansas City,2600 block of Lawn Avenue,Missouri Kansas City 2600 block of Lawn Avenue,39.07801,-94.529094,1,0,Adult
200416,Indiana,Indianapolis,5200 block of Alameda Road,Indiana Indianapolis 5200 block of Alameda Road,39.8462696,-86.2179999,1,0,Adult
200416,North Carolina,Wilmington,300 block of Grass Lane,North Carolina Wilmington 300 block of Grass Lane,34.2458312,-77.895432,1,0,Adult
190416,California,Sacramento,7800 block of Sunrise Greens Drive,California Sacramento 7800 block of Sunrise Greens Drive,38.4725921,-121.397446,1,0,Adult
170416,Wisconsin,Rock (county),2100 block of Lima Center Road,Wisconsin Rock (county) 2100 block of Lima Center Road,42.7060928,-88.8258008,1,0,Adult
160416,Alaska,Sutton (Sutton-Alpine),Jonesville Mine Road,Alaska Sutton (Sutton-Alpine) Jonesville Mine Road,61.7422966,-148.8997529,1,0,Adult
160416,Pennsylvania,Philadelphia,200 block of E. Mayfield Street,Pennsylvania Philadelphia 200 block of E. Mayfield Street,39.9955291,-75.1272492,1,0,Adult
150416,Maryland,Temple Hills,5000 block of Sharon Road,Maryland Temple Hills 5000 block of Sharon Road,38.815056,-76.921496,1,2,Adult
140416,Kentucky,Louisville,900 block of W. Evelyn Avenue,Kentucky Louisville 900 block of W. Evelyn Avenue,38.1964962,-85.7750091,1,0,Adult
140416,California,Victorville,13000 block of Bennington Drive,California Victorville 13000 block of Bennington Drive,34.4880477,-117.3786308,1,0,Adult
120416,Missouri,Saint Louis,8500 block of Riverview,Missouri Saint Louis 8500 block of Riverview,38.7707078,-90.1799368,1,0,Adult
120416,Texas,Waxahachie,200 block of Colt Drive,Texas Waxahachie 200 block of Colt Drive,32.4193994,-96.8294682,1,0,Adult
110416,Wisconsin,Friendship,N/A,Wisconsin Friendship N/A,43.7844397,-88.7878678,1,0,Adult
100416,North Carolina,Granite Falls,Baton Church Road,North Carolina Granite Falls Baton Church Road,35.8064869,-81.5263888,1,0,Adult
90416,Massachusetts,Beverly,Ropes Street,Massachusetts Beverly Ropes Street,42.5580373,-70.8846422,1,0,Adult
80416,Alabama,Montgomery,200 block of Southlawn Drive,Alabama Montgomery 200 block of Southlawn Drive,32.3054096,-86.3486304,1,0,Adult
20416,South Carolina,Rock Hill,800 block of Horseman Drive,South Carolina Rock Hill 800 block of Horseman Drive,34.9321105,-81.0422466,1,0,Adult
310316,North Carolina,La Grange,Mimosa Lane and Maple Grove Dr,North Carolina La Grange Mimosa Lane and Maple Grove Dr,35.3177901,-77.7205065,1,0,Adult
300316,Louisiana,New Orleans (Algiers),2100 block of Springbrook Lane,Louisiana New Orleans (Algiers) 2100 block of Springbrook Lane,29.9306809,-90.0193197,1,0,Adult
280316,Georgia,Douglas,900 block of South Coffee Avenue,Georgia Douglas 900 block of South Coffee Avenue,31.4995796,-82.8474304,1,0,Adult
280316,Alabama,Covington (county),County Road 21,Alabama Covington (county) County Road 21,31.4365507,-86.4475597,1,0,Adult
270316,Mississippi,Brookhaven,Highway 550,Mississippi Brookhaven Highway 550,31.5809129,-90.4472748,1,0,Adult
270316,Vermont,Saint Albans,N/A,Vermont Saint Albans N/A,44.8107132,-73.0835582,1,0,Adult
270316,Illinois,Carbondale,402 West Walnut Street,Illinois Carbondale 402 West Walnut Street,37.7251757,-89.2212778,1,1,Adult
250316,Hawaii,Mountain View,Oshiro Road,Hawaii Mountain View Oshiro Road,19.5327387,-155.1336399,1,0,Adult
240316,Texas,San Antonio,100 block of West Ansley Boulevard,Texas San Antonio 100 block of West Ansley Boulevard,29.337167,-98.5038377,1,0,Adult
240316,Texas,Ennis,200 block of Arnold Street,Texas Ennis 200 block of Arnold Street,32.348186,-96.636819,1,0,Adult
240316,Missouri,Henley,6000 block of Upton Road,Missouri Henley 6000 block of Upton Road,38.3487412,-92.319701,1,0,Adult
210316,Kentucky,Sharpsburg,95 Bethel Ridge Road,Kentucky Sharpsburg 95 Bethel Ridge Road,38.24341,-83.8745214,1,0,Adult
200316,Illinois,Chicago,4900 block of Aster Street,Illinois Chicago 4900 block of Aster Street,41.9077978,-87.6275555,1,0,Adult
200316,Florida,Fort Myers,17483 Old Harmony Road,Florida Fort Myers 17483 Old Harmony Road,26.4888139,-81.8476926,1,0,Adult
200316,Illinois,Chicago (Englewood),6700 block of S. Aberdeen St.,Illinois Chicago (Englewood) 6700 block of S. Aberdeen St.,41.7723484,-87.6518864,1,0,Adult
200316,Pennsylvania,Mount Pleasant,151 South Church St,Pennsylvania Mount Pleasant 151 South Church St,40.1478675,-79.5467992,1,0,Adult
190316,Florida,Apopka,1008 Sheeler Hills Drive,Florida Apopka 1008 Sheeler Hills Drive,28.6443994,-81.4924912,1,0,Adult
190316,Texas,Palestine,300 block of Anderson County Road 1370,Texas Palestine 300 block of Anderson County Road 1370,31.6519069,-95.6418667,1,0,Adult
190316,North Carolina,Fayetteville,400 block of Lands End Road,North Carolina Fayetteville 400 block of Lands End Road,35.06499,-78.9828859,1,0,Adult
180316,New York,Copiague,Great Neck Road,New York Copiague Great Neck Road,40.6815199,-73.3999779,1,0,Adult
180316,Iowa,Cedar Rapids,1424 Bever Ave. SE,Iowa Cedar Rapids 1424 Bever Ave. SE,41.9850017,-91.6518192,1,0,Adult
170316,South Carolina,Bennettsville,Spencer Street,South Carolina Bennettsville Spencer Street,34.610921,-79.684596,1,0,Adult
170316,Texas,San Antonio,4400 block of Hampstead Street,Texas San Antonio 4400 block of Hampstead Street,29.4043922,-98.4089913,1,0,Adult
160316,West Virginia,Beckley,Hager Street,West Virginia Beckley Hager Street,37.7760019,-81.1672586,1,0,Adult
150316,Tennessee,Chattanooga,1206 Lewis Street,Tennessee Chattanooga 1206 Lewis Street,35.0233096,-85.2649509,1,0,Adult
140316,Texas,Bridgeport,County Road 3825,Texas Bridgeport County Road 3825,33.1232313,-97.913401,1,0,Adult
140316,West Virginia,Beckley,Bethel Road,West Virginia Beckley Bethel Road,37.7558999,-81.2216962,1,0,Adult
140316,Missouri,Kansas City,North Flora and Northeast 80th Street,Missouri Kansas City North Flora and Northeast 80th Street,39.2382517,-94.5612421,1,0,Adult
120316,Texas,Paris,210 Stone Avenue,Texas Paris 210 Stone Avenue,33.690664,-95.552891,1,0,Adult
120316,Iowa,Oskaloosa,1593 290th Street,Iowa Oskaloosa 1593 290th Street,41.2346316,-92.7570261,1,0,Adult
110316,Georgia,Norcross,4900 block of Appaloosa Trail,Georgia Norcross 4900 block of Appaloosa Trail,33.9393762,-84.1759322,1,0,Adult
90316,Kentucky,Somerset,1610 Oak Hill Rd,Kentucky Somerset 1610 Oak Hill Rd,37.0699985,-84.6434433,1,0,Adult
70316,West Virginia,Morgantown,Church Hill Drive,West Virginia Morgantown Church Hill Drive,39.6719869,-79.9590539,1,0,Adult
60316,Mississippi,Laurel,County Road 237,Mississippi Laurel County Road 237,31.8207936,-89.1455881,1,0,Adult
60316,California,Studio City,3700 block of Eureka Drive,California Studio City 3700 block of Eureka Drive,34.1369817,-118.3740964,1,0,Adult
50316,South Dakota,Yankton,East Side Drive,South Dakota Yankton East Side Drive,42.8935911,-97.3379372,1,0,Adult
40316,South Carolina,Rock Hill,600 block of Cauthen Street,South Carolina Rock Hill 600 block of Cauthen Street,34.9276115,-81.0112423,1,1,Adult
20316,Hawaii,Makawao,80-90 block of Healani Street,Hawaii Makawao 80-90 block of Healani Street,20.8343831,-156.3374116,1,0,Adult
10316,Texas,Corpus Christi,6300 block of Hanley Drive,Texas Corpus Christi 6300 block of Hanley Drive,27.7003642,-97.3582776,1,0,Adult
10316,Florida,Sanford,Highlawn Avenue,Florida Sanford Highlawn Avenue,28.7856664,-81.2817375,1,0,Adult
290216,Tennessee,Apison,4724 Gates Lane,Tennessee Apison 4724 Gates Lane,35.0120412,-84.9932314,1,0,Adult
280216,Washington,Concrete,46000 block of Baker Loop Road,Washington Concrete 46000 block of Baker Loop Road,48.5229447,-121.7395646,1,0,Adult
280216,Texas,San Antonio,9500 block of Perrin-Beitel Road,Texas San Antonio 9500 block of Perrin-Beitel Road,29.5262064,-98.411027,1,0,Adult
270216,Louisiana,Baton Rouge,7584 Prescott Drive,Louisiana Baton Rouge 7584 Prescott Drive,30.4886587,-91.1129137,1,0,Adult
270216,Florida,Miami Gardens,2200 block of Northwest 172nd Terrace,Florida Miami Gardens 2200 block of Northwest 172nd Terrace,25.9315622,-80.2369441,1,0,Adult
260216,Indiana,Sunman,Van Wedding Road,Indiana Sunman Van Wedding Road,39.2208579,-85.0660359,1,0,Adult
260216,Iowa,Evansdale (Elk Run Heights),N/A,Iowa Evansdale (Elk Run Heights) N/A,42.4669324,-92.256572,1,0,Adult
260216,South Carolina,Clearwater,244 Park Drive,South Carolina Clearwater 244 Park Drive,33.836081,-81.1637245,1,0,Adult
230216,Texas,Houston,1300 block of Regal Street,Texas Houston 1300 block of Regal Street,29.6469728,-95.2428391,1,0,Adult
230216,Utah,Altamont,14535 W 4000 N,Utah Altamont 14535 W 4000 N,40.3595745,-110.2656438,1,0,Adult
220216,Tennessee,Greeneville,400 Y St,Tennessee Greeneville 400 Y St,36.1622378,-82.8173106,1,0,Adult
210216,Florida,Fort Lauderdale,2300 block of Northwest Ninth Court,Florida Fort Lauderdale 2300 block of Northwest Ninth Court,26.1347202,-80.1731314,1,0,Adult
210216,Indiana,Hartsville,200 block of Clinton Street,Indiana Hartsville 200 block of Clinton Street,39.2675511,-85.6980357,1,0,Adult
210216,Florida,Fountain,11601 Nonawood Road,Florida Fountain 11601 Nonawood Road,30.525388,-85.433211,1,0,Adult
210216,Mississippi,Philadelphia,Highway 16 West Pearl River Resort - Choctaw,Mississippi Philadelphia Highway 16 West Pearl River Resort - Choctaw,32.7720911,-89.2055423,1,0,Adult
200216,Utah,Box Elder (county),Route 30,Utah Box Elder (county) Route 30,41.8148725,-113.2148055,1,0,Adult
200216,Ohio,Cleveland,N/A,Ohio Cleveland N/A,ZERO_RESULTS,ZERO_RESULTS,1,0,Adult
190216,Louisiana,Baton Rouge,2138 Tennessee Street,Louisiana Baton Rouge 2138 Tennessee Street,30.4275562,-91.1763007,1,0,Adult
180216,Louisiana,Baton Rouge,3811 Bradley Street,Louisiana Baton Rouge 3811 Bradley Street,30.4779383,-91.1439543,1,0,Adult
170216,Illinois,Chicago,7800 block of South Honore,Illinois Chicago 7800 block of South Honore,41.7519751,-87.6698485,1,0,Adult
160216,Texas,Lubbock,2538 71st St,Texas Lubbock 2538 71st St,33.5303808,-101.8744029,1,0,Adult
150216,Michigan,Columbiaville,Peters Road and Flint River Road,Michigan Columbiaville Peters Road and Flint River Road,43.1299107,-83.3672507,1,0,Adult
150216,Vermont,Cuttingsville (Shrewsbury),6718 Cold River Road,Vermont Cuttingsville (Shrewsbury) 6718 Cold River Road,43.544827,-72.88308,1,0,Adult
150216,Michigan,Columbiaville,Peters and Flint River roads,Michigan Columbiaville Peters and Flint River roads,43.1299107,-83.3672507,1,0,Adult
140216,Michigan,Battle Creek,23 Highway Street,Michigan Battle Creek 23 Highway Street,42.3087657,-85.1687756,1,0,Adult
130216,Nevada,Las Vegas,Buffalo and Vegas Drive,Nevada Las Vegas Buffalo and Vegas Drive,36.1887706,-115.2601317,1,0,Adult
130216,Wisconsin,Milwaukee,3000 block of West Wisconsin Avenue,Wisconsin Milwaukee 3000 block of West Wisconsin Avenue,43.0393546,-87.9518216,1,0,Adult
130216,Ohio,Cincinnati,3262 Tulsa Court,Ohio Cincinnati 3262 Tulsa Court,39.1340268,-84.6124455,1,0,Adult
110216,Maryland,Capitol Heights (Seat Pleasant),6700 block of James Farmer Way,Maryland Capitol Heights (Seat Pleasant) 6700 block of James Farmer Way,38.894372,-76.9090265,1,0,Adult
110216,Georgia,Lawrenceville,1600 block of Balvaird Drive,Georgia Lawrenceville 1600 block of Balvaird Drive,33.9568876,-83.913021,1,0,Adult
110216,New York,Brooklyn,703 Miller Avenue,New York Brooklyn 703 Miller Avenue,40.6632101,-73.8884331,1,0,Adult
80216,Florida,Orlando,4700 block of Spottswood Drive,Florida Orlando 4700 block of Spottswood Drive,28.4864296,-81.311123,1,0,Adult
60216,Florida,Jacksonville,1100 block of East 15th Street,Florida Jacksonville 1100 block of East 15th Street,30.3528431,-81.6410478,1,0,Adult
60216,Texas,El Indio,N/A,Texas El Indio N/A,28.5119284,-100.3111817,1,0,Adult
60216,Alabama,Birmingham (Irondale),2000 block of Monroe Drive,Alabama Birmingham (Irondale) 2000 block of Monroe Drive,33.5698057,-86.6298861,1,0,Adult
60216,Georgia,Madison,1580 Aqua Road,Georgia Madison 1580 Aqua Road,33.5159618,-83.5013346,1,1,Adult
60216,Tennessee,Nashville,4271 Sidco Drive,Tennessee Nashville 4271 Sidco Drive,36.0861384,-86.7624212,1,0,Adult
50216,Louisiana,Addis,3600 block of East Nic Drive,Louisiana Addis 3600 block of East Nic Drive,30.3587586,-91.2544536,1,0,Adult
50216,Arizona,Tucson,3000 block of South La Cholla,Arizona Tucson 3000 block of South La Cholla,32.1880536,-111.011736,1,0,Adult
40216,Iowa,Burlington,300-block of Angular Street,Iowa Burlington 300-block of Angular Street,40.804044,-91.103814,1,0,Adult
30216,Ohio,Cleveland (Brooklyn),Ridge Road,Ohio Cleveland (Brooklyn) Ridge Road,41.4404174,-81.7352886,1,0,Adult
310116,Alaska,Fairbanks,Geraghty Avenue,Alaska Fairbanks Geraghty Avenue,64.8377003,-147.8062949,1,0,Adult
300116,Nevada,Las Vegas,3867 Terrazzo Avenue,Nevada Las Vegas 3867 Terrazzo Avenue,36.212981,-115.090247,1,0,Adult
300116,Oklahoma,Hartshorne,Lakeview Drive,Oklahoma Hartshorne Lakeview Drive,34.8348014,-95.5645242,1,0,Adult
300116,Maryland,Baltimore,400 block of N. Athol Avenue,Maryland Baltimore 400 block of N. Athol Avenue,39.2907086,-76.6893663,1,0,Adult
300116,Georgia,Atlanta,Meadowglen Village Lane,Georgia Atlanta Meadowglen Village Lane,33.8955567,-84.2319467,1,0,Adult
290116,Alabama,Hartselle,N/A,Alabama Hartselle N/A,34.4434282,-86.9352842,1,0,Adult
250116,Texas,Baytown,4100 block of Tumbleweed,Texas Baytown 4100 block of Tumbleweed,29.7700758,-94.9491527,2,0,Adult
250116,Tennessee,Crossville,2009 N Main St,Tennessee Crossville 2009 N Main St,35.9742551,-85.0391989,1,0,Adult
250116,Kentucky,White Plains,Farmers Crossing Road,Kentucky White Plains Farmers Crossing Road,37.1880953,-87.3749745,1,0,Adult
240116,Missouri,Kennett,800 block of Emerson Street,Missouri Kennett 800 block of Emerson Street,36.2410375,-90.0647309,1,0,Adult
230116,New York,Brooklyn,45th Street,New York Brooklyn 45th Street,40.6412557,-73.9963968,1,0,Adult
230116,Alaska,Iliamna (Kokhanok),N/A,Alaska Iliamna (Kokhanok) N/A,59.4394444,-154.7761111,1,0,Adult
220116,Florida,Delray Beach (West Delray Beach),8000 block of Sawpine Drive,Florida Delray Beach (West Delray Beach) 8000 block of Sawpine Drive,26.4504042,-80.1793956,1,0,Adult
220116,Arkansas,Little Rock,211 Dortch Loop,Arkansas Little Rock 211 Dortch Loop,34.7427115,-92.113978,1,0,Adult
220116,Virginia,Williamsburg,1300 block of Richmond Road,Virginia Williamsburg 1300 block of Richmond Road,ZERO_RESULTS,ZERO_RESULTS,1,0,Adult
220116,Arkansas,North Little Rock,200 block of Dortch Loop,Arkansas North Little Rock 200 block of Dortch Loop,34.7432933,-92.1142421,1,0,Adult
200116,Michigan,Flint,1300 block of Columbia Lane,Michigan Flint 1300 block of Columbia Lane,43.0284176,-83.6911433,1,0,Adult
